Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MIR100","MicroRNA 100","RNA Gene","21","GC11M122152","4.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100"
"CCKAR","Cholecystokinin A Receptor","Protein Coding","52","GC04M026483","4.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCKAR"
"EEF1A1","Eukaryotic Translation Elongation Factor 1 Alpha 1","Protein Coding","50","GC06M073515","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1"
"DCXR","Dicarbonyl And L-Xylulose Reductase","Protein Coding","50","GC17M082036","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCXR"
"FANCI","FA Complementation Group I","Protein Coding","47","GC15P089243","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCI"
"RBFOX1","RNA Binding Fox-1 Homolog 1","Protein Coding","43","GC16P005240","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX1"
"QPCT","Glutaminyl-Peptide Cyclotransferase","Protein Coding","49","GC02P037344","4.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPCT"
"NRG3","Neuregulin 3","Protein Coding","48","GC10P082030","4.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG3"
"HS3ST1","Heparan Sulfate-Glucosamine 3-Sulfotransferase 1","Protein Coding","48","GC04M011394","4.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HS3ST1"
"OPRK1","Opioid Receptor Kappa 1","Protein Coding","51","GC08M053227","4.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRK1"
"GAS6","Growth Arrest Specific 6","Protein Coding","52","GC13M113820","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS6"
"MIR10A","MicroRNA 10a","RNA Gene","21","GC17M048579","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10A"
"FIBP","FGF1 Intracellular Binding Protein","Protein Coding","49","GC11M065901","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIBP"
"TCF3","Transcription Factor 3","Protein Coding","52","GC19M001609","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"HPSE","Heparanase","Protein Coding","51","GC04M083292","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"EPHA2","EPH Receptor A2","Protein Coding","59","GC01M016196","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA2"
"SIX1","SIX Homeobox 1","Protein Coding","52","GC14M060643","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1"
"ATP5PF","ATP Synthase Peripheral Stalk Subunit F6","Protein Coding","34","GC21M025717","4.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PF"
"NEUROG3","Neurogenin 3","Protein Coding","47","GC10M069571","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG3"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","49","GC20P002876","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"TREML2","Triggering Receptor Expressed On Myeloid Cells Like 2","Protein Coding","44","GC06M041157","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREML2"
"AXIN2","Axin 2","Protein Coding","55","GC17M065528","4.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN2"
"WNT3A","Wnt Family Member 3A","Protein Coding","55","GC01P228007","4.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A"
"UNG","Uracil DNA Glycosylase","Protein Coding","53","GC12P109097","4.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNG"
"BLVRA","Biliverdin Reductase A","Protein Coding","52","GC07P043798","4.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLVRA"
"TBX22","T-Box 22","Protein Coding","43","GC0XP080014","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX22"
"SPINT2","Serine Peptidase Inhibitor, Kunitz Type 2","Protein Coding","50","GC19P038244","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINT2"
"CPQ","Carboxypeptidase Q","Protein Coding","40","GC08P096645","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPQ"
"CYP2C8","Cytochrome P450 Family 2 Subfamily C Member 8","Protein Coding","53","GC10M095038","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C8"
"SCT","Secretin","Protein Coding","40","GC11M000626","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT"
"AKAP9","A-Kinase Anchoring Protein 9","Protein Coding","48","GC07P091940","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP9"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","49","GC05P179793","4.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"HLA-DPA1","Major Histocompatibility Complex, Class II, DP Alpha 1","Protein Coding","45","GC06M033032","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPA1"
"GLRB","Glycine Receptor Beta","Protein Coding","55","GC04P157076","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRB"
"DNAAF5","Dynein Axonemal Assembly Factor 5","Protein Coding","39","GC07P000726","4.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF5"
"BAK1","BCL2 Antagonist/Killer 1","Protein Coding","52","GC06M033572","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAK1"
"MIR127","MicroRNA 127","RNA Gene","19","GC14P103089","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR127"
"LYRM7","LYR Motif Containing 7","Protein Coding","44","GC05P131170","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM7"
"SDC2","Syndecan 2","Protein Coding","52","GC08P096514","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC2"
"CCL7","C-C Motif Chemokine Ligand 7","Protein Coding","48","GC17P034270","4.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL7"
"NES","Nestin","Protein Coding","46","GC01M156668","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES"
"NTN1","Netrin 1","Protein Coding","50","GC17P009021","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTN1"
"AIF1","Allograft Inflammatory Factor 1","Protein Coding","46","GC06P032172","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIF1"
"GPX3","Glutathione Peroxidase 3","Protein Coding","51","GC05P150997","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX3"
"PHGDH","Phosphoglycerate Dehydrogenase","Protein Coding","55","GC01P119660","4.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH"
"DDR2","Discoidin Domain Receptor Tyrosine Kinase 2","Protein Coding","59","GC01P162631","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR2"
"DAB1","DAB1, Reelin Adaptor Protein","Protein Coding","47","GC01M056994","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAB1"
"INPPL1","Inositol Polyphosphate Phosphatase Like 1","Protein Coding","54","GC11P072223","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPPL1"
"BCAM","Basal Cell Adhesion Molecule (Lutheran Blood Group)","Protein Coding","47","GC19P044810","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAM"
"TBCD","Tubulin Folding Cofactor D","Protein Coding","46","GC17P082752","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCD"
"QDPR","Quinoid Dihydropteridine Reductase","Protein Coding","55","GC04M017488","4.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QDPR"
"MTNR1B","Melatonin Receptor 1B","Protein Coding","50","GC11P092969","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTNR1B"
"PCSK2","Proprotein Convertase Subtilisin/Kexin Type 2","Protein Coding","47","GC20P017226","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK2"
"CFL1","Cofilin 1","Protein Coding","52","GC11M065823","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"CCND3","Cyclin D3","Protein Coding","55","GC06M041934","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND3"
"A2ML1","Alpha-2-Macroglobulin Like 1","Protein Coding","44","GC12P008822","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2ML1"
"AZU1","Azurocidin 1","Protein Coding","46","GC19P000825","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZU1"
"SH2B1","SH2B Adaptor Protein 1","Protein Coding","49","GC16P028875","4.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH2B1"
"PRKDC","Protein Kinase, DNA-Activated, Catalytic Polypeptide","Protein Coding","56","GC08M047773","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKDC"
"CRYBA1","Crystallin Beta A1","Protein Coding","47","GC17P029246","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYBA1"
"PICK1","Protein Interacting With PRKCA 1","Protein Coding","47","GC22P038056","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PICK1"
"C9","Complement C9","Protein Coding","50","GC05M039320","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9"
"UBA1","Ubiquitin Like Modifier Activating Enzyme 1","Protein Coding","53","GC0XP047190","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1"
"ASCC1","Activating Signal Cointegrator 1 Complex Subunit 1","Protein Coding","47","GC10M072096","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC1"
"CAPN5","Calpain 5","Protein Coding","50","GC11P077066","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN5"
"KRT86","Keratin 86","Protein Coding","45","GC12P052249","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT86"
"DOPEY2","Dopey Family Member 2","Protein Coding","39","GC21P036156","4.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOPEY2"
"S100A6","S100 Calcium Binding Protein A6","Protein Coding","49","GC01M153507","4.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6"
"HBD","Hemoglobin Subunit Delta","Protein Coding","44","GC11M005232","4.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBD"
"GOLGA2","Golgin A2","Protein Coding","47","GC09M128255","4.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA2"
"C5AR1","Complement C5a Receptor 1","Protein Coding","50","GC19P047290","4.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5AR1"
"STAT2","Signal Transducer And Activator Of Transcription 2","Protein Coding","55","GC12M056341","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT2"
"STRADA","STE20-Related Kinase Adaptor Alpha","Protein Coding","50","GC17M063683","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRADA"
"CCDC22","Coiled-Coil Domain Containing 22","Protein Coding","45","GC0XP049288","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22"
"CASP4","Caspase 4","Protein Coding","52","GC11M104942","4.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4"
"ZNF224","Zinc Finger Protein 224","Protein Coding","43","GC19P044094","4.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF224"
"MIR148A","MicroRNA 148a","RNA Gene","18","GC07M025993","4.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A"
"KISS1","KiSS-1 Metastasis Suppressor","Protein Coding","48","GC01M204190","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KISS1"
"AXIN1","Axin 1","Protein Coding","54","GC16M000338","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"RFX5","Regulatory Factor X5","Protein Coding","47","GC01M151313","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX5"
"RNLS","Renalase, FAD Dependent Amine Oxidase","Protein Coding","44","GC10M088180","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNLS"
"MTPAP","Mitochondrial Poly(A) Polymerase","Protein Coding","45","GC10M030313","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTPAP"
"ST6GAL1","ST6 Beta-Galactoside Alpha-2,6-Sialyltransferase 1","Protein Coding","49","GC03P186930","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GAL1"
"MS4A4E","Membrane Spanning 4-Domains A4E","Protein Coding","26","GC11M060201","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MS4A4E"
"BCL3","B Cell CLL/Lymphoma 3","Protein Coding","48","GC19P044747","4.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL3"
"CSNK1A1L","Casein Kinase 1 Alpha 1 Like","Protein Coding","42","GC13M037103","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1L"
"YME1L1","YME1 Like 1 ATPase","Protein Coding","48","GC10M027110","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YME1L1"
"DNTT","DNA Nucleotidylexotransferase","Protein Coding","47","GC10P096304","4.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNTT"
"CTRL","Chymotrypsin Like","Protein Coding","45","GC16M067927","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL"
"HSP90B1","Heat Shock Protein 90 Beta Family Member 1","Protein Coding","52","GC12P103930","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90B1"
"NEDD4L","Neural Precursor Cell Expressed, Developmentally Down-Regulated 4-Like, E3 Ubiquitin Protein Ligase","Protein Coding","52","GC18P058044","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L"
"SLC9A6","Solute Carrier Family 9 Member A6","Protein Coding","52","GC0XP135985","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A6"
"EEF1A2","Eukaryotic Translation Elongation Factor 1 Alpha 2","Protein Coding","52","GC20M063488","4.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A2"
"COL4A6","Collagen Type IV Alpha 6 Chain","Protein Coding","49","GC0XM108155","4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A6"
"OMP","Olfactory Marker Protein","Protein Coding","43","GC11P077102","4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMP"
"EIF4E","Eukaryotic Translation Initiation Factor 4E","Protein Coding","57","GC04M098871","4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4E"
"SGCG","Sarcoglycan Gamma","Protein Coding","49","GC13P023160","4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCG"
"ELAVL1","ELAV Like RNA Binding Protein 1","Protein Coding","48","GC19M007958","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL1"
"YWHAZ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Zeta","Protein Coding","54","GC08M100917","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAZ"
"RBM8A","RNA Binding Motif Protein 8A","Protein Coding","47","GC01M145921","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM8A"
"PDE4B","Phosphodiesterase 4B","Protein Coding","50","GC01P065792","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4B"
"PTGER3","Prostaglandin E Receptor 3","Protein Coding","54","GC01M070852","3.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGER3"
"MT-TQ","Mitochondrially Encoded TRNA Glutamine","RNA Gene","13","GCMTM004331","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TQ"
"CES1","Carboxylesterase 1","Protein Coding","52","GC16M055836","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CES1"
"HDAC4","Histone Deacetylase 4","Protein Coding","57","GC02M239048","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC4"
"ETFB","Electron Transfer Flavoprotein Subunit Beta","Protein Coding","53","GC19M051345","3.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB"
"CALCR","Calcitonin Receptor","Protein Coding","55","GC07M093424","3.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCR"
"THAP1","THAP Domain Containing 1","Protein Coding","45","GC08M042810","3.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP1"
"MT-TW","Mitochondrially Encoded TRNA Tryptophan","RNA Gene","14","GCMTP005514","3.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TW"
"VPS33B","VPS33B, Late Endosome And Lysosome Associated","Protein Coding","47","GC15M090998","3.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"PVR","Poliovirus Receptor","Protein Coding","51","GC19P044644","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVR"
"CHST3","Carbohydrate Sulfotransferase 3","Protein Coding","48","GC10P071964","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST3"
"RPS6","Ribosomal Protein S6","Protein Coding","50","GC09M019366","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6"
"PI4KA","Phosphatidylinositol 4-Kinase Alpha","Protein Coding","55","GC22M020707","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI4KA"
"TFPI","Tissue Factor Pathway Inhibitor","Protein Coding","52","GC02M187464","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFPI"
"ATP5PO","ATP Synthase Peripheral Stalk Subunit OSCP","Protein Coding","36","GC21M033904","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5PO"
"ELMO1","Engulfment And Cell Motility 1","Protein Coding","47","GC07M036860","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO1"
"SHANK2","SH3 And Multiple Ankyrin Repeat Domains 2","Protein Coding","47","GC11M070467","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK2"
"NR4A3","Nuclear Receptor Subfamily 4 Group A Member 3","Protein Coding","52","GC09P099821","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR4A3"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","55","GC20P044885","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"DDHD2","DDHD Domain Containing 2","Protein Coding","47","GC08P038208","3.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDHD2"
"LDHB","Lactate Dehydrogenase B","Protein Coding","54","GC12M021635","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"
"ALDH9A1","Aldehyde Dehydrogenase 9 Family Member A1","Protein Coding","47","GC01M165632","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1"
"RNF31","Ring Finger Protein 31","Protein Coding","47","GC14P024146","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF31"
"CENPJ","Centromere Protein J","Protein Coding","48","GC13M024882","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPJ"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","47","GC07M078017","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"JAK1","Janus Kinase 1","Protein Coding","56","GC01M064833","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK1"
"DNAH11","Dynein Axonemal Heavy Chain 11","Protein Coding","48","GC07P021582","3.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH11"
"SERAC1","Serine Active Site Containing 1","Protein Coding","42","GC06M158109","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERAC1"
"ALDH7A1","Aldehyde Dehydrogenase 7 Family Member A1","Protein Coding","54","GC05M126541","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH7A1"
"ACTN1","Actinin Alpha 1","Protein Coding","57","GC14M068874","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1"
"USP8","Ubiquitin Specific Peptidase 8","Protein Coding","54","GC15P050424","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP8"
"APPBP2","Amyloid Beta Precursor Protein Binding Protein 2","Protein Coding","42","GC17M060443","3.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPBP2"
"KAT5","Lysine Acetyltransferase 5","Protein Coding","52","GC11P065711","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT5"
"RPL35A","Ribosomal Protein L35a","Protein Coding","51","GC03P197949","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL35A"
"GDF2","Growth Differentiation Factor 2","Protein Coding","49","GC10P047322","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2"
"CNNM2","Cyclin And CBS Domain Divalent Metal Cation Transport Mediator 2","Protein Coding","47","GC10P102918","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNNM2"
"CDH13","Cadherin 13","Protein Coding","48","GC16P082660","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH13"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","53","GC02P208266","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"TACR1","Tachykinin Receptor 1","Protein Coding","52","GC02M075010","3.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACR1"
